model,mode,subset,judge_reward,exact_match,contains_answer,context_length,generation_ms,scoring_ms,total_ms,sub_llm_call_count,sub_llm_prompt_tokens,sub_llm_completion_tokens,sub_llm_total_tool_calls,sub_llm_total_turns,sub_llm_batch_count,sub_llm_max_batch_size,sub_llm_mean_batch_size,turns,prompt_tokens,completion_tokens
prime-intellect/intellect-3,rlm,synth,1.0,0.0,0.0,10115,330878.9720535278,2050.9760379791,332929.948091507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,40164,93487.1029853821,1472.4831581116,94959.5861434937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,1.0,0.0,0.0,40164,321726.7401218414,2374.9768733978,324101.7169952393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,40164,1053965.546131134,1340.5041694641,1055306.0503005981,113.0,0.0,0.0,0.0,113.0,2.0,57.0,56.5,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,1.0,0.0,0.0,43811,132062.4148845673,1231.9979667664,133294.4128513336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,2300,240452.8329372406,2250.6768703461,242703.5098075867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,1.0,0.0,0.0,2300,628902.8189182281,2485.1729869843,631387.9919052124,28.0,0.0,0.0,0.0,28.0,2.0,14.0,14.0,9.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,1.0,0.0,0.0,2300,209386.0828876495,1625.2629756927,211011.3458633423,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,2274,203773.0057239532,1748.9447593689,205521.9504833221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,4708,901722.2828865051,2230.9789657593,903953.2618522644,64.0,0.0,0.0,0.0,64.0,2.0,33.0,32.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,9745,850055.3901195526,1407.8488349915,851463.2389545441,78.0,0.0,0.0,0.0,78.0,1.0,78.0,78.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,9745,250059.4069957733,1320.0378417969,251379.4448375702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,9745,809947.2942352295,1600.4581451416,811547.7523803711,88.0,0.0,0.0,0.0,88.0,1.0,88.0,88.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,19142,81242.7270412445,1270.5547809601,82513.2818222046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,18498,906810.5790615082,1799.0729808807,908609.6520423889,69.0,0.0,0.0,0.0,69.0,1.0,69.0,69.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,18498,358241.6708469391,1310.3539943695,359552.0248413086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,18498,849942.4221515656,1515.310049057,851457.7322006226,107.0,0.0,0.0,0.0,107.0,6.0,20.0,17.8333333333,6.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,18498,1134504.7190189362,1285.4542732239,1135790.17329216,68.0,0.0,0.0,0.0,68.0,1.0,68.0,68.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,1.0,0.0,0.0,353283,1336439.1558170319,1446.3710784912,1337885.526895523,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,14.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,353283,263916.3918495178,2275.887966156,266192.2798156738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,1.0,0.0,0.0,353283,423127.7310848236,1282.7317714691,424410.4628562927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,331050,522579.626083374,1792.2129631042,524371.8390464783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,2689330,283429.4879436493,1835.7310295105,285265.2189731598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,662710,251852.215051651,1205.1939964294,253057.4090480804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,1205292,286445.8649158478,1117.5680160522,287563.4329319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,1399537,1338055.1309585571,2492.5110340118,1340547.641992569,100.0,0.0,0.0,0.0,100.0,1.0,100.0,100.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,1399537,1290638.1599903107,2176.433801651,1292814.5937919617,100.0,0.0,0.0,0.0,100.0,1.0,100.0,100.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,1399537,373924.8807430267,1174.3938922882,375099.2746353149,14.0,0.0,0.0,0.0,14.0,1.0,14.0,14.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,5387769,3863051.123857498,1918.2651042938,3864969.388961792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,1.0,0.0,0.0,5387769,526397.1929550171,3854.4929027557,530251.6858577728,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,11.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,1.0,0.0,0.0,9374195,273546.1812019348,1162.1468067169,274708.3280086517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,76803,889895.838022232,1855.0987243652,891750.9367465973,102.0,0.0,0.0,0.0,102.0,1.0,102.0,102.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,76803,930111.0510826111,2130.9599876404,932242.0110702515,61.0,0.0,0.0,0.0,61.0,2.0,45.0,30.5,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,78138,292985.023021698,1531.8999290466,294516.9229507446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,78138,218649.5151519775,2013.0460262299,220662.5611782074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,153459,411110.1861000061,1803.9970397949,412914.183139801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,153459,182943.0050849915,1569.1578388214,184512.1629238129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,1227147,3708579.1947841644,1730.4832935333,3710309.6780776978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,1208389,242805.890083313,1553.6861419678,244359.5762252808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,316769,189729.5210361481,1931.4820766449,191661.003112793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,316769,970460.7417583466,1542.3300266266,972003.0717849731,48.0,0.0,0.0,0.0,48.0,1.0,48.0,48.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,308367,949576.9562721252,1744.6610927582,951321.6173648834,13.0,0.0,0.0,0.0,13.0,1.0,13.0,13.0,8.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,618252,317170.1538562775,1334.098815918,318504.2526721954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,618252,1297989.228963852,1955.1501274109,1299944.3790912628,149.0,0.0,0.0,0.0,149.0,3.0,100.0,49.6666666667,6.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,412864,151030.8768749237,1688.5359287262,152719.4128036499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,361858,236149.0352153778,2052.2873401642,238201.322555542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,372007,208994.8229789734,1949.784040451,210944.6070194244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,372007,391619.9607849121,1511.8927955627,393131.8535804749,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,12.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,372709,291026.8030166626,1746.0269927979,292772.8300094604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,337780,295534.8689556122,1067.3742294312,296602.2431850433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,380913,635703.7560939789,6663.8760566711,642367.63215065,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,20.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,556759,373599.179983139,1724.072933197,375323.2529163361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,556759,254443.2179927826,1267.5447463989,255710.7627391815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,558302,125683.6528778076,1859.2629432678,127542.9158210754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,535994,193947.676897049,1618.9827919006,195566.6596889496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,725434,222692.8470134735,1131.0498714447,223823.8968849182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,731418,222889.0521526337,1549.1330623627,224438.1852149963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,717548,1089171.5550422668,1641.254901886,1090812.8099441528,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,13.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,827225,375855.9880256653,997.8060722351,376853.7940979004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,700088,344519.9890136719,1820.259809494,346340.2488231659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,700088,250923.1150150299,1285.9230041504,252209.0380191803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,926010,185812.4558925629,1559.6568584442,187372.1127510071,6.0,0.0,0.0,0.0,6.0,1.0,6.0,6.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,926010,330771.1727619171,1144.2430019379,331915.415763855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,922092,297530.6918621063,1513.3843421936,299044.0762042999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,903334,175359.4229221344,2533.1330299377,177892.5559520721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,983910,156909.4052314758,2116.1530017853,159025.5582332611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,983910,226768.9621448517,1056.2491416931,227825.2112865448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,1076257,280672.4810600281,1341.4449691772,282013.9260292053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,1157727,242730.6258678436,1331.1100006104,244061.735868454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,1157727,855459.8021507263,1353.0917167664,856812.8938674927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,1126603,259647.3321914673,1124.5958805084,260771.9280719757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,1283346,197733.216047287,1102.2939682007,198835.5100154877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,1363494,435346.0059165955,1127.5248527527,436473.5307693481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,1356679,219666.8810844421,1389.6050453186,221056.4861297607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,1318503,267308.3047866821,2293.289899826,269601.5946865082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,1.0,1.0,1.0,1486244,180731.4989566803,1231.5130233765,181963.0119800568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,1557395,222347.0149040222,1612.08319664,223959.0981006622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,1557395,143365.8108711243,2595.1862335205,145960.9971046448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,1636563,185491.3008213043,1689.3019676208,187180.6027889252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,1518752,133575.5472183228,1966.3219451904,135541.8691635132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,1584486,256287.682056427,1786.318063736,258074.000120163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,1569922,157111.4509105682,2213.4621143341,159324.9130249023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,1870476,379166.3763523102,1300.0612258911,380466.4375782013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,2955959,234874.1869926453,1393.9468860626,236268.1338787079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,2991214,380187.4492168427,1292.8109169006,381480.2601337433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,3151633,341036.6249084473,2223.8121032715,343260.4370117188,17.0,0.0,0.0,0.0,17.0,1.0,17.0,17.0,8.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,3151633,481173.3729839325,1276.7190933228,482450.0920772552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,3133311,213369.4801330566,1246.523141861,214616.0032749176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,3063225,143889.1217708588,3047.0910072327,146936.2127780914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,2922296,126348.1378555298,2221.8999862671,128570.0378417969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,4467164,216575.1919746399,1381.0031414032,217956.1951160431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,4412367,287665.5850410461,1140.4559612274,288806.0410022736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,4412367,469546.5290546417,1104.5649051666,470651.0939598083,20.0,0.0,0.0,0.0,20.0,1.0,20.0,20.0,17.0,0.0,0.0
prime-intellect/intellect-3,rlm,real,0.0,0.0,0.0,4670062,198336.5478515625,1295.7899570465,199632.337808609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,2378,160660.9070301056,1423.0580329895,162083.9650630951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,0.0,0.0,0.0,2378,175872.5283145905,1613.0781173706,177485.6064319611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,0.0,0.0,0.0,4847,157278.2118320465,1715.4099941254,158993.6218261719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,4847,111053.4081459045,1172.299861908,112225.7080078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,5362,127249.9618530273,1776.0367393494,129025.9985923767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,10996,162970.9458351135,1251.3966560364,164222.3424911499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,10996,182305.9458732605,1286.0538959503,183591.9997692108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,0.0,0.0,0.0,44014,117558.2408905029,1643.5642242432,119201.8051147461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,0.0,0.0,0.0,44014,243216.9690132141,1532.1378707886,244749.1068840027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,0.0,0.0,0.0,44014,176877.711057663,1116.0278320312,177993.7388896942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,0.0,0.0,0.0,47706,90094.6807861328,1273.5779285431,91368.2587146759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,0.0,0.0,0.0,2664,112126.0378360748,1382.9140663147,113508.9519023895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,2664,107202.8160095215,2325.6666660309,109528.4826755524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,2664,182454.1230201721,1374.5632171631,183828.6862373352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,0.0,0.0,0.0,2609,92403.3992290497,2049.0922927856,94452.4915218353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,0.0,0.0,0.0,5711,119681.4308166504,1704.7119140625,121386.1427307129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,0.0,0.0,0.0,11967,139211.2967967987,1809.1440200806,141020.4408168793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,11967,153638.0860805511,2218.4991836548,155856.5852642059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,11967,187520.8561420441,2610.4280948639,190131.284236908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,23554,121562.536239624,1411.4837646484,122974.0200042725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,22741,151359.9948883057,1308.4509372711,152668.4458255768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,22741,179726.3057231903,1424.4921207428,181150.7978439331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,0.0,0.0,0.0,22741,146835.2060317993,1297.3439693451,148132.5500011444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,22741,146814.0749931335,1223.8163948059,148037.8913879395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,385091,164143.1741714478,1332.0660591125,165475.2402305603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,385091,205320.955991745,1796.1699962616,207117.1259880066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,385091,165118.3640956879,1321.8259811401,166440.190076828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,362537,81871.2499141693,1313.1971359253,83184.4470500946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,2942727,217057.2299957275,1438.3697509766,218495.5997467041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,725822,205707.7119350433,1214.0307426453,206921.7426776886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,1329865,265783.695936203,1941.1919116974,267724.8878479004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,0.0,0.0,0.0,1526991,126735.2821826935,1164.2920970917,127899.5742797852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,1526991,108694.4379806519,1355.8418750763,110050.2798557281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,1526991,112259.8731517792,1153.0861854553,113412.9593372345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,1.0,0.0,0.0,5894808,189953.8788795471,1627.8600692749,191581.738948822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,0.0,0.0,0.0,5894808,189081.5849304199,1592.6520824432,190674.2370128632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth_with_labels,0.0,0.0,0.0,10367542,81314.0881061554,1419.5261001587,82733.6142063141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
